source_type,id,ai_summary,ai_tag,content,created_at,creator,description,image_url,link,pub_date,seq,source_id,source_name,title,updated_at,ai_org,ai_region,article_id,category,country,datatype,is_duplicate,fetched_at,keywords,language,pub_date_tz,sentiment,sentiment_stats,source_icon,source_priority,source_url,video_url
NEWSDATA,7b0fe9d5-6c0a-4469-9020-14fc291c1c70,"It seems that you haven't provided the article yet. Please paste the article, and I will be happy to summarize it and suggest a few relevant tags.",,ONLY AVAILABLE IN PAID PLANS,,esteemed kompany,"Manchester City take on Arsenal today at the Etihad Stadium in what looms as the biggest Premier League match of the season. Today’s match is a top-of-the-table clash, and the stakes couldn’t be h...",https://s.yimg.com/ny/api/res/1.2/n4siij660KxOjE51eMKUnw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTI0MDA7aD0xNjAwO2NmPXdlYnA-/https://media.zenfs.com/en/esteemed_kompany_articles_332/ad8b151702ecd30d2e67aa51c053f852,https://sports.yahoo.com/articles/manchester-city-vs-arsenal-latest-050000383.html,,,yahoo,Yahoo! News,Manchester City vs Arsenal: Latest City team and injury news and predicted City starting eleven,,,,be2488b9befa7a4ddb2ce8e6ca271169,"sports,breaking",united states of america,,false,,"arsenal,gvardiol,nico o’reilly,ruben dias,burnley,chelsea,manchester city,liverpool,pep guardiola,latest city,john stones,premier league",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/yahoo.png,17,https://news.yahoo.com,
NEWSDATA,df946147-13ba-49d6-9041-642fe05b5dd2,,,ONLY AVAILABLE IN PAID PLANS,,james mayse messenger-inquirer,The following list is compiled from reports from area law enforcement agencies:,https://bloximages.chicago2.vip.townnews.com/messenger-inquirer.com/content/tncms/custom/image/a2a4b15c-9ead-11ee-847f-2b2be1350ebd.jpg?resize=600%2C338,https://www.messenger-inquirer.com/records/courtpolice/police-reports-for-april-19-2026/article_16a3d0f1-cbac-5bf5-abe8-a21aa5f2d8e1.html,,,messenger_inquirer,Owensboro Messenger And Inquirer,"POLICE REPORTS for April 19, 2026",,,,04c48abe21d839df16864687148c932b,"politics,top",united states of america,,false,,courtpolice,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/messenger_inquirer.png,29720,https://www.messenger-inquirer.com,
NEWSDATA,a12ce4ab-b798-4fd8-90ba-bfada260c295,"It appears there is no article provided for me to summarize. Please paste the article you would like me to summarize, and I'll be happy to help.",,ONLY AVAILABLE IN PAID PLANS,,my account,"Duran, Leo, 84, died Saturday. Service: 1 p.m. Tuesday at Gary’s Funeral Home, Greenville. Visitation: 10 a.m. until time of service Tuesday at the funeral home.",https://bloximages.chicago2.vip.townnews.com/messenger-inquirer.com/content/tncms/custom/image/a2a4b15c-9ead-11ee-847f-2b2be1350ebd.jpg?resize=600%2C338,https://www.messenger-inquirer.com/funerals-for-sunday-april-19-2026/article_35fade16-432c-56a4-91e7-457957b6f06d.html,,,messenger_inquirer,Owensboro Messenger And Inquirer,"Funerals for Sunday, April 19, 2026",,,,fd0d99641860c492d13ac3dfe37eee6a,"top,crime",united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/messenger_inquirer.png,29720,https://www.messenger-inquirer.com,
NEWSDATA,da77a9cb-0c42-4a9c-ac61-f313fb050b92,,,ONLY AVAILABLE IN PAID PLANS,,,"No doubt about it: This Easter was an exciting time for many American Catholics, with quick surveys showing 38% more people converting into the church than the previous year.",https://bloximages.chicago2.vip.townnews.com/herald-zeitung.com/content/tncms/assets/v3/editorial/1/54/154a1078-f59c-11e8-974c-e349036e8b0b/5c02db9d7177b.image.png?crop=1000%2C525%2C0%2C419,https://herald-zeitung.com/opinion/mattingly-catholic-revivals-vs-catholic-funerals/article_de61dd54-5eb9-4d1e-88ca-556a39254dc1.html,,,herald_zeitung,Herald-zeitung,MATTINGLY: Catholic revivals vs. Catholic funerals,,,,b7f4e4aabc7ffe13acb9bf2a4cce0597,"lifestyle,top",united states of america,,false,,"catholic church,christianity,culture,christian denominational families,religion",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/herald_zeitung.png,48991,https://herald-zeitung.com,
NEWSDATA,de25443a-eb2c-4a01-b270-2dd9fcbfe345,"It seems there is no article provided for me to summarize. Please share the article you'd like me to summarize, and I'll do my best to summarize it and provide relevant tags.",,ONLY AVAILABLE IN PAID PLANS,,,"The following children were born at Resolute Baptist Hospital in New Braunfels from March 5 – April 10, 2026",https://bloximages.chicago2.vip.townnews.com/herald-zeitung.com/content/tncms/assets/v3/editorial/6/5b/65b6f99d-7e73-4adb-8d23-cddf7e367b48/698620ac7ae40.image.jpg?crop=1295%2C679%2C395%2C0&resize=1200%2C629&order=crop%2Cresize,https://herald-zeitung.com/announcements/births/resolute-baptist-birth-announcements-march-5---april-10-2026/article_3f88ee70-cf4f-4d2a-8b52-d03edebaf1b6.html,,,herald_zeitung,Herald-zeitung,"Resolute Baptist Birth Announcements March 5 - April 10, 2026",,,,458735c06756ee214c919a6d78895de4,"lifestyle,top",united states of america,,false,,"international system of units,metrication,conversion of units of measurement,metrology,units of measurement,units of mass,standards of the united states,metricated units,customary units of measurement,systems of units,imperial units,metric system,mass,standards of the united kingdom",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/herald_zeitung.png,48991,https://herald-zeitung.com,
NEWSDATA,4c6c050a-7062-4112-b154-3d3e9138448c,,,ONLY AVAILABLE IN PAID PLANS,,,"The following children were born at Christus Santa Rosa Women’s Services in New Braunfels from March 6 – April 12, 2026.",https://bloximages.chicago2.vip.townnews.com/herald-zeitung.com/content/tncms/assets/v3/editorial/1/ad/1ad21e01-0a91-441f-9ae7-6de446ebbd8a/69862071af944.image.jpg?crop=1295%2C679%2C395%2C0&resize=1200%2C629&order=crop%2Cresize,https://herald-zeitung.com/announcements/births/christus-birth-announcements-for-march-6---april-12-2026/article_30d1a5dd-d06e-4be9-825b-40150a765ff0.html,,,herald_zeitung,Herald-zeitung,"Christus Birth Announcements for March 6 - April 12, 2026",,,,65cc687ab7cf2901c696a0d812b77c70,top,united states of america,,false,,"units of measurement,units of mass,standards of the united states,metricated units,customary units of measurement,systems of units,imperial units,mass,standards of the united kingdom",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/herald_zeitung.png,48991,https://herald-zeitung.com,
NEWSDATA,21177a9f-2720-40a9-b94c-a83e2130af63,"There is no article provided. Please share the article you would like me to summarize and generate tags for, and I'll be happy to assist.",,ONLY AVAILABLE IN PAID PLANS,,joseph bickle,Our thoughts are with those who have lost loved ones,https://i2-prod.mylondon.news/lifestyle/article33762510.ece/ALTERNATES/s615/1_GettyImages-1075699292.jpg,https://www.getsurrey.co.uk/news/surrey-news/beloved-wife-remembered-weeks-surrey-33762492,,,getsurrey,Surrey Live,'Beloved' wife remembered in this week's Surrey death and funeral notices,,,,ad58393dbf601a713c3fd690ab1823df,"crime,top",united states of america,,false,,"guildford,iya alert county,people,cranleigh",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/getsurrey.png,65612,https://www.getsurrey.co.uk,
NEWSDATA,f1c22f72-786e-46dc-811b-ec0b468026f6,,,ONLY AVAILABLE IN PAID PLANS,,michael desjardin,"Dubbed Super Quantum Dot (or SQD for short), the TCL QM8L and QM7L are souped-up Mini-LED TVs that shake up the tried and true formula for quantum-dot color.",https://cdn.mos.cms.futurecdn.net/A2hNeQMPpanjSbWsQHQCUc-1280-80.jpg,https://www.tomsguide.com/tvs/qled-tvs/we-just-tested-the-tcl-qm8l-and-its-better-than-i-expected-in-this-one-key-way,,,tomsguide,Tom's Guide,We just tested the TCL QM8L and it's better than I expected in this one key way,,,,ce8c67283ab411adf43e92cfe4ebc815,technology,united states of america,,false,,"tvs,tcl",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/tomsguide.png,203,https://www.tomsguide.com,
NEWSDATA,ca497795-263f-4031-9c44-780e1ec455d8,,,ONLY AVAILABLE IN PAID PLANS,,oliver castle - local democracy reporter,Up to a total of 300 homes can now be built before these works have been completed,https://i2-prod.lincolnshirelive.co.uk/incoming/article10331739.ece/ALTERNATES/s615/0_0-83.jpg,https://www.lincolnshirelive.co.uk/news/local-news/developers-allowed-build-more-lincolnshire-10920943,,,lincolnshirelive,Lincolnshire Live,Developers allowed to build more Lincolnshire homes near 'notorious A1 blackspot' before road improvements completed,,,,ba766ddd2164d2389aea91ea84a2d0dd,"business,top",united states of america,,false,,"lincolnshire,grantham,south kesteven",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/lincolnshirelive.png,654255,https://www.lincolnshirelive.co.uk,
NEWSDATA,ac7bbfba-3d29-4f93-ab51-ac96c6c21190,"There's no article provided for me to summarize and generate tags for. Please provide the article, and I'll be happy to assist you with a summary and tag suggestions.",,ONLY AVAILABLE IN PAID PLANS,,laycie beck,The Grade I-listed site holds immense historic and architectural value,https://i2-prod.lincolnshirelive.co.uk/incoming/article10917448.ece/ALTERNATES/s615/0_Boston-Guildhall.jpg,https://www.lincolnshirelive.co.uk/news/local-news/urgent-repairs-carried-out-one-10917405,,,lincolnshirelive,Lincolnshire Live,'Urgent' repairs to be carried out at one of Lincolnshire's most significant historic buildings,,,,44d0e0eae23bf1206efd5beb138d8b83,"lifestyle,top",united states of america,,false,,"boston borough council,tourism,museums,boston,lincolnshire",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/lincolnshirelive.png,654255,https://www.lincolnshirelive.co.uk,
NEWSDATA,279c0221-64c4-4732-bd3f-bde0ca29d4f1,,,ONLY AVAILABLE IN PAID PLANS,,laycie beck,,https://i2-prod.lincolnshirelive.co.uk/incoming/article10920784.ece/ALTERNATES/s615/0_4742394-69dd80e3.jpg,https://www.lincolnshirelive.co.uk/news/local-news/devoted-grandma-among-19-people-10920763,,,lincolnshirelive,Lincolnshire Live,'Devoted grandma' among 19 people in Lincolnshire death notices this week,,,,2b75f28a1f6643c938bcd8885141ec71,"top,crime",united states of america,,false,,"lincolnshire,family notices,family",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/lincolnshirelive.png,654255,https://www.lincolnshirelive.co.uk,
NEWSDATA,1bd8e12f-743e-4bd9-8a24-704662768020,,,ONLY AVAILABLE IN PAID PLANS,,laycie beck,"Under the current plans, 9,000 square foot has been set aside as a car park for the nearby village primary school",https://i2-prod.lincolnshirelive.co.uk/incoming/article10918751.ece/ALTERNATES/s615/0_Land-in-Old-Leake-near-Boston-2.jpg,https://www.lincolnshirelive.co.uk/news/property/five-acre-site-more-30-10918747,,,lincolnshirelive,Lincolnshire Live,Five-acre site where more than 30 homes could be built near Boston to be auctioned off,,,,3ed43c08397fba34d8c60a9009194bcb,"business,top",united states of america,,false,,"lincolnshire,boston",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/lincolnshirelive.png,654255,https://www.lincolnshirelive.co.uk,
NEWSDATA,ad7da192-db3e-4e6c-924e-dbd19217425d,It seems like the article is empty. Please provide the article text so I can summarize it and suggest some tags.,,ONLY AVAILABLE IN PAID PLANS,,cormac dodd cdodd com,What do Santa Fe County Commission candidates think about water and development?,https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/assets/v3/editorial/5/36/53669132-d2e6-11ef-b874-93dfc12f0895/627d539fe3b91.image.jpg?crop=1769%2C929%2C0%2C121&resize=1200%2C630&order=crop%2Cresize,https://www.santafenewmexican.com/news/local_news/q-a-santa-fe-county-commission-candidates-on-water-and-development/article_daf4a7b0-e237-402b-8b73-4730c75ff0a2.html,,,santafenewmexican,Santa Fe New Mexican Homepage | Santa Fe New Mexic,Q&A: Santa Fe County Commission candidates on water and development,,,,a1101898fd772c4939eb4bc26ee1883e,"environment,business,top",united states of america,,false,,local news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/santafenewmexican.png,34615,https://www.santafenewmexican.com,
NEWSDATA,eae0a654-3080-46ae-aa6f-4a113eabed18,,,ONLY AVAILABLE IN PAID PLANS,,alyssa ochss,HARRISON TOWNSHIP — Get ready for a summer of fun with the Harrison Township Public Library’s summer reading program.,https://www.candgnews.com/storage/cache/articles/10763/400t427feb95c461934a7b3ca5ddd06f5673.jpeg,https://www.candgnews.com/news/summer-reading-program-invites-readers-to-unearth-a-story-10763,,,candgnews,Candgnews,Summer reading program invites readers to ‘Unearth a Story’,,,,63247c206a629331b59e9eccbe3bf174,"education,top",united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/candgnews.png,5825795,https://www.candgnews.com,
NEWSDATA,bc2ef490-bc3f-418e-984f-7e10ae47568b,"It seems there's no article provided. Please share the article you'd like me to summarize, and I'll be happy to assist you.",,ONLY AVAILABLE IN PAID PLANS,,cormac dodd cdodd com,The two candidates vying for the Democratic nomination for a Santa Fe County commission seat discuss the area's water needs.,https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/assets/v3/editorial/7/08/7083c0ca-490c-4ced-8b32-c13ac0b41b4e/67e216b74914f.image.jpg?crop=1809%2C950%2C0%2C97&resize=1200%2C630&order=crop%2Cresize,https://www.santafenewmexican.com/news/local_news/santa-fe-county-commission-candidates-talk-water-tout-infrastructure-projects/article_459d461d-c4a2-4e5c-a863-c4132680d073.html,,,santafenewmexican,Santa Fe New Mexican Homepage | Santa Fe New Mexic,"Santa Fe County commission candidates talk water, tout infrastructure projects",,,,98e00349a3fbe6a1b33acee4b6d62e79,"environment,business,top",united states of america,,false,,"elections,local news",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/santafenewmexican.png,34615,https://www.santafenewmexican.com,
NEWSDATA,6678e1aa-8dec-441b-864c-1b04ddc675e5,,,ONLY AVAILABLE IN PAID PLANS,,cormac dodd cdodd com,"A summary of the Gathering of Nations Powwow's history. Held in Albuquerque for the last 43 years, it grew from a modest event to one that is now widely considered to be the largest powwow in North America. This April...",https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/assets/v3/editorial/8/1b/81bc0982-13b3-46f7-bd18-58370787b2f1/574f69184d39b.image.jpg?crop=341%2C341%2C85%2C0&resize=200%2C200&order=crop%2Cresize,https://www.santafenewmexican.com/news/local_news/timeline-gathering-of-nations-from-first-to-last-dance/article_f43d5e9f-0042-4ada-8cd2-5f5f2a7e817b.html,,,santafenewmexican,Santa Fe New Mexican Homepage | Santa Fe New Mexic,Timeline: Gathering of Nations from first to last dance,,,,bace31dad4f29b7cd3390c6c673823c9,"tourism,top",united states of america,,false,,local news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/santafenewmexican.png,34615,https://www.santafenewmexican.com,
NEWSDATA,a9fb4d02-02dc-479e-83b3-ab784c133ffc,"It seems like you haven't provided the article for me to summarize. Please provide the article, and I'll be happy to assist you with a summary and suggesting relevant tags.",,ONLY AVAILABLE IN PAID PLANS,,cormac dodd cdodd com,"Known as the largest powwow in North America, Gathering of Nations grew to an event with an economic impact of an estimated $30 million in Albuquerque.",https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/assets/v3/editorial/8/8a/88a4e7c1-7cdd-4f5a-a3b7-fd48939e4902/69e24bc48280b.preview.jpg?resize=1200%2C675,https://www.santafenewmexican.com/news/local_news/final-gathering-of-nations-last-dance-coming-for-north-americas-largest-powwow/article_5139c597-f62d-4b82-8700-5d2ca2c308d7.html,,,santafenewmexican,Santa Fe New Mexican Homepage | Santa Fe New Mexic,Final Gathering of Nations: Last dance coming for North America's largest powwow,,,,3ae93f0109b458e12bc8081deb7f1150,"business,top",united states of america,,false,,local news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/santafenewmexican.png,34615,https://www.santafenewmexican.com,
NEWSDATA,2ad74de0-7a3e-4af0-a82f-c21256752b1d,,,ONLY AVAILABLE IN PAID PLANS,,cormac dodd cdodd com,Longtime attendees and dancers are gearing up for the final Gathering of Nations in Albuquerque — an event sure to bring somber reflections.,https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/assets/v3/editorial/6/25/6257c09d-46e6-41e5-8eb5-f1eecf5af1ac/69e2d8894e21a.image.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,https://www.santafenewmexican.com/news/local_news/powwow-goers-swept-by-nostalgia-ahead-of-final-gathering-of-nations/article_eb692098-c954-4078-8c38-05d67b5f5253.html,,,santafenewmexican,Santa Fe New Mexican Homepage | Santa Fe New Mexic,Powwow-goers swept by nostalgia ahead of final Gathering of Nations,,,,89dd13faa77a5a07e85944062a9e5ae6,"entertainment,tourism,top",united states of america,,false,,local news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/santafenewmexican.png,34615,https://www.santafenewmexican.com,
NEWSDATA,6f25b8b3-6ffd-4cf4-bb77-9eaf2dff2f27,"You haven't provided an article for me to summarize. Please share the article, and I'll be happy to assist you by:

1. Summarizing the article.
2. Suggesting relevant tags (comma-separated).

Please paste the article.",,ONLY AVAILABLE IN PAID PLANS,,,"ALEXANDER Susan Garner, 14207 Rockinghorse Lane, April 9, 2026, Chapter 13.",,https://www.nwaonline.com/news/2026/apr/19/11-jonesboro-residents-file-for-bankruptcy/,,,nwaonline,Nwaonline,11 Jonesboro residents file for bankruptcy,,,,606e46e041c69fa13f52e3358e0af7b7,"business,top",united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/nwaonline.png,30593,https://www.nwaonline.com,
NEWSDATA,af1141bc-631c-4dea-88d5-08ed5ad168f7,,,ONLY AVAILABLE IN PAID PLANS,,ed williams searchlight new mexico,"Some children have spent weeks cycling daily between office buildings and youth homeless shelters, according to attorneys and CYFD employees.",https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/assets/v3/editorial/9/83/98326097-2895-4297-ae5d-29b1eb823237/69e297daa66eb.image.jpg?crop=1779%2C934%2C0%2C115&resize=1200%2C630&order=crop%2Cresize,https://www.santafenewmexican.com/news/local_news/for-some-new-mexico-foster-youth-its-cyfd-offices-by-day-shelters-by-night/article_a7e381f6-d118-4902-b1fd-0e25ef7d83a0.html,,,santafenewmexican,Santa Fe New Mexican Homepage | Santa Fe New Mexic,"For some New Mexico foster youth, it's CYFD offices by day, shelters by night",,,,9376ddabdd9fceeff44848a5b85e9db8,"lifestyle,top",united states of america,,false,,local news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/santafenewmexican.png,34615,https://www.santafenewmexican.com,
NEWSDATA,ffee4ed0-bfbe-4474-9d55-d37598440959,There is no article provided for me to summarize.,,ONLY AVAILABLE IN PAID PLANS,,esteban candelaria ecandelaria com,"A lawsuit against New Mexico's child welfare agency was recently settled for a staggering — but sealed — $10 million, according to a report.",https://bloximages.newyork1.vip.townnews.com/santafenewmexican.com/content/tncms/custom/image/91a8148a-466e-11e9-afc5-2fd66c148ffe.jpg?resize=600%2C338,https://www.santafenewmexican.com/news/local_news/secret-cyfd-settlements-a-rising-trend-hit-nearly-16m-in-fiscal-year-2026/article_f633da4d-674a-4c03-9c66-df815736c891.html,,,santafenewmexican,Santa Fe New Mexican Homepage | Santa Fe New Mexic,"Secret CYFD settlements, a rising trend, hit nearly $16M in fiscal year 2026",,,,268d1c6aab8aaade492f95c5919b43ba,"business,top",united states of america,,false,,local news,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/santafenewmexican.png,34615,https://www.santafenewmexican.com,
NEWSDATA,563fb908-403f-4eca-916c-4daaf55a4230,There is no article for me to summarize. Please provide the article you would like me to summarize.,,ONLY AVAILABLE IN PAID PLANS,,sharon sanders,"From street widening and dance festivals to barge mishaps and WWI grave honors, revisit what made headlines in Cape Girardeau on past April 19ths.",https://public-assets-prod.pubgen.ai/brand_a7b06a8b-02b9-4920-9426-9b9be1d4e410/asset_6afc82ea-fa11-4186-b80d-c924f137cc13.jpeg,https://www.semissourian.com/history/out-of-the-past-april-19-049ba9c6,,,semissourian,Semissourian,Out of the past: April 19,,,,faf8ec1bff7d46adc7d958eeb6ffb917,"entertainment,top",united states of america,,false,,"sharon sanders,out of the past",english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/semissourian.png,336966,https://www.semissourian.com,
NEWSDATA,573dc2e1-c85f-4c39-8ec6-98361eb9f4a2,,,ONLY AVAILABLE IN PAID PLANS,,daily american republic,"Three Rivers College is a finalist for Ellucian’s 2026 Experience Idol Best Use Case, after its Ellucian Experience-powered scholarship revamp doubled student participation.",https://public-assets-prod.pubgen.ai/brand_1ff6e24a-c00e-457d-915d-ec27da650bd0/asset_d9e6e2bb-80fa-4cfe-a607-d352966c3200.jpg,https://www.darnews.com/news/three-rivers-college-named-finalist-for-ellucian-experience-idol-2026-best-use-case-a71097f4,,,darnews,Daily American Republic,Three Rivers College named finalist for Ellucian Experience Idol 2026 best use case,,,,4a9d5dab9c2e2f44d02afcfa061e970b,"lifestyle,top",united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/darnews.png,4440255,https://www.darnews.com,
NEWSDATA,8a9a7f93-b4af-4002-a391-d2727b8899f4,"There is no article provided for me to summarize and suggest tags. 

Please share the article, and I will summarize it and provide a few tags for you.",,ONLY AVAILABLE IN PAID PLANS,,,"A woman in a small-town store wrestles with being “the strong one” for everyone—and finds that God’s call to pour into others also means resting, setting boundaries, and remembering her worth.",https://public-assets-prod.pubgen.ai/brand_6bf8d9ca-5157-4d36-8305-075f9e9ba9d5/asset_bc724a77-fc45-4948-a494-6a0941192e28.jpg,https://www.darnews.com/news/when-being-the-strong-one-leaves-you-empty-b2e6a78a,,,darnews,Daily American Republic,When being the strong one leaves you empty,,,,8273cccb61bf75c21a0181e6af0f89af,"lifestyle,top",united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/darnews.png,4440255,https://www.darnews.com,
NEWSDATA,e1fe2d1a-f54b-460d-a509-4b3490d6ed1b,,,ONLY AVAILABLE IN PAID PLANS,,rep. jason smith,"Rep. Jason Smith says his Working Families Tax Cuts law fueled a record 2026 refund season, citing new breaks on tips, overtime, car loans and Social Security that he says boosted take-home pay.",https://public-assets-prod.pubgen.ai/brand_1ff6e24a-c00e-457d-915d-ec27da650bd0/asset_f40602d2-5c02-444b-b5a8-c49b5b52c46b.jpg,https://www.darnews.com/opinion/rep-jason-smith-says-working-families-tax-cuts-delivered-record-refunds-in-2026-331c2bf4,,,darnews,Daily American Republic,Rep. Jason Smith says working families tax cuts delivered record refunds in 2026,,,,9e444aae62ccf986c6964ba4949a46c8,"business,top",united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/darnews.png,4440255,https://www.darnews.com,
NEWSDATA,18bb2228-55ac-40be-9a93-2083987223c7,There is no article provided for me to summarize. Please share the article with me so I can assist you.,,ONLY AVAILABLE IN PAID PLANS,,none,"As the national media has enjoyed Pope Leo attempting to take on President Trump over the Iran conflict, but in this case, the pope is on the wrong side of [...]",https://www.salisburypost.com/wp-content/themes/2024-salisbury-child/media/img/brand/default-logo.png,https://www.salisburypost.com/2026/04/19/letter-pope-vs-trump/,,,salisburypost,Salisbury Post,Letter: Pope vs. Trump,,,,b1b7710b836ac1287041e81ed42a9046,politics,united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/salisburypost.png,1305784,https://www.salisburypost.com,
NEWSDATA,0710b504-9ab3-4ab1-bba6-8071232a993c,,,ONLY AVAILABLE IN PAID PLANS,,none,"I was disappointed, disheartened and angered by the City of Salisbury’s “Town Hall” on Monday night. I had high hopes that our city officials were doing what our county officials [...]",https://www.salisburypost.com/wp-content/themes/2024-salisbury-child/media/img/brand/default-logo.png,https://www.salisburypost.com/2026/04/19/letter-guise-of-transparency/,,,salisburypost,Salisbury Post,Letter: Guise of transparency,,,,d5a10a47b4c25f6effa1cd6cdda65098,politics,united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/salisburypost.png,1305784,https://www.salisburypost.com,
NEWSDATA,5e340ad0-1682-40fe-8fa8-9ddac84fcc3b,"There is no article provided. Please paste the article you would like me to summarize, and I'll be happy to assist you.

Alternatively, if you'd like me to summarize a hypothetical article or provide general information, please let me know what topic you're interested in, and I'll do my best to help.",,ONLY AVAILABLE IN PAID PLANS,,pam bloom,Bear with me as I may sound like that nosy old woman who wants to offer a bit of advice or what I see as positive criticism. I debated about [...],https://www.salisburypost.com/wp-content/themes/2024-salisbury-child/media/img/brand/default-logo.png,https://www.salisburypost.com/2026/04/19/dear-neighbor-civic-frustration/,,,salisburypost,Salisbury Post,Dear Neighbor: Civic frustration,,,,42cb00da22fb1ff552099fc4404f1171,politics,united states of america,,false,,,english,UTC,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,ONLY AVAILABLE IN PROFESSIONAL AND CORPORATE PLANS,https://n.bytvi.com/salisburypost.png,1305784,https://www.salisburypost.com,
